t,dF,F,P,Q,UA,UA_phase,IA,IA_phase,xdp,xq,f0
2.61,0.008,50.008,549.797,-4.28166,11473.3,-3.0766,15953.3,-3.0707,0.3187,2.32,50
2.62,0.022,50.022,550.114,-4.01736,11524.3,-3.0831,15960.9,-3.071,0.3187,2.32,50
2.63,-0.004,49.996,550.114,-4.01736,11475.9,-3.0837,15960.9,-3.0703,0.3187,2.32,50
2.64,-0.002,49.998,550.114,-4.12308,11454.8,-3.0757,15960.9,-3.0697,0.3187,2.32,50
2.65,0.022,50.022,550.273,-4.01736,11514.3,-3.079,15968.6,-3.0696,0.3187,2.32,50
2.66,0.006,50.006,550.378,-4.17594,11497,-3.0839,15976.2,-3.0691,0.3187,2.32,50
2.67,-0.008,49.992,550.643,-4.33452,11446.3,-3.0767,15983.8,-3.0682,0.3187,2.32,50
2.68,0.018,50.018,550.854,-4.4931,11495.1,-3.0752,15983.8,-3.0674,0.3187,2.32,50
2.69,0.018,50.018,551.224,-4.59882,11515.8,-3.0821,15991.5,-3.0667,0.3187,2.32,50
2.7,-0.006,49.994,551.647,-4.59882,11454,-3.078,16006.7,-3.066,0.3187,2.32,50
2.71,0.01,50.01,551.964,-4.65168,11471.4,-3.0722,16022,-3.0654,0.3187,2.32,50
2.72,0.024,50.024,552.281,-4.70454,11521.7,-3.0785,16029.6,-3.0648,0.3187,2.32,50
2.73,0,50,552.651,-4.70454,11472.5,-3.079,16037.2,-3.0643,0.3187,2.32,50
2.74,0,50,553.18,-4.70454,11450.7,-3.0708,16052.5,-3.0638,0.3187,2.32,50
2.75,0.026,50.026,553.761,-4.7574,11512.1,-3.0738,16067.7,-3.0628,0.3187,2.32,50
2.76,0.01,50.01,554.607,-4.59882,11494.7,-3.0784,16090.6,-3.0623,0.3187,2.32,50
2.77,-0.006,49.994,555.4,-4.4931,11443.3,-3.0709,16113.5,-3.0618,0.3187,2.32,50
2.78,0.02,50.02,556.246,-4.44024,11492.1,-3.0692,16136.4,-3.0612,0.3187,2.32,50
2.79,0.02,50.02,557.092,-4.38738,11513.6,-3.0762,16166.9,-3.0608,0.3187,2.32,50
2.8,-0.004,49.996,557.673,-4.4931,11453.3,-3.0718,16182.2,-3.0598,0.3187,2.32,50
2.81,0.012,50.012,558.254,-4.4931,11471.4,-3.0658,16197.5,-3.0592,0.3187,2.32,50
2.82,0.026,50.026,559.047,-4.12308,11519.9,-3.0719,16228,-3.0597,0.3187,2.32,50
2.83,0.002,50.002,560.052,-3.75306,11470.3,-3.0723,16266.1,-3.0598,0.3187,2.32,50
2.84,0.004,50.004,561.056,-3.75306,11451.1,-3.064,16289,-3.0587,0.3187,2.32,50
2.85,0.028,50.028,561.955,-3.64734,11511.8,-3.0668,16311.9,-3.0579,0.3187,2.32,50
2.86,0.01,50.01,562.695,-3.7002,11494,-3.0713,16327.2,-3.0571,0.3187,2.32,50
2.87,-0.004,49.996,563.382,-3.7002,11443.3,-3.0637,16350,-3.0565,0.3187,2.32,50
2.88,0.02,50.02,564.016,-3.54162,11491.8,-3.0621,16372.9,-3.0564,0.3187,2.32,50
2.89,0.02,50.02,564.598,-3.48876,11512.1,-3.0691,16395.8,-3.056,0.3187,2.32,50
2.9,-0.004,49.996,565.073,-3.48876,11451.8,-3.0647,16403.4,-3.0553,0.3187,2.32,50
2.91,0.012,50.012,565.443,-3.54162,11470.7,-3.0587,16411.1,-3.0545,0.3187,2.32,50
2.92,0.026,50.026,565.919,-3.48876,11521.4,-3.0649,16426.3,-3.0538,0.3187,2.32,50
2.93,0.002,50.002,566.448,-3.54162,11471.8,-3.0652,16441.6,-3.0531,0.3187,2.32,50
2.94,0,50,566.976,-3.4359,11450.3,-3.0569,16456.9,-3.0528,0.3187,2.32,50
2.95,0.024,50.024,567.399,-3.1716,11508.8,-3.0601,16479.7,-3.0529,0.3187,2.32,50
2.96,0.008,50.008,567.664,-3.1716,11490.7,-3.065,16487.4,-3.0524,0.3187,2.32,50
2.97,-0.008,49.992,567.716,-3.22446,11440.3,-3.0575,16487.4,-3.0516,0.3187,2.32,50
2.98,0.018,50.018,567.875,-3.22446,11489.2,-3.056,16487.4,-3.051,0.3187,2.32,50
2.99,0.018,50.018,568.034,-3.1716,11509.9,-3.0631,16487.4,-3.0506,0.3187,2.32,50
3,-0.006,49.994,568.192,-3.1716,11450,-3.0588,16495,-3.05,0.3187,2.32,50
3.01,0.01,50.01,568.351,-2.96016,11469.2,-3.053,16502.6,-3.0498,0.3187,2.32,50
3.02,0.024,50.024,568.668,-2.643,11518.4,-3.0593,16510.3,-3.0499,0.3187,2.32,50
3.03,-0.002,49.998,568.932,-2.32584,11469.9,-3.0597,16510.3,-3.05,0.3187,2.32,50
3.04,-0.002,49.998,568.932,-1.8501,11451.1,-3.0516,16510.3,-3.0504,0.3187,2.32,50
3.05,0.022,50.022,568.932,-1.53294,11511.4,-3.055,16510.3,-3.0505,0.3187,2.32,50
3.06,0.006,50.006,568.932,-1.5858,11493.6,-3.0598,16510.3,-3.05,0.3187,2.32,50
3.07,-0.008,49.992,568.985,-1.53294,11445.9,-3.0525,16510.3,-3.0497,0.3187,2.32,50
3.08,0.016,50.016,568.985,-1.37436,11496.6,-3.0512,16510.3,-3.0495,0.3187,2.32,50
3.09,0.016,50.016,568.932,-1.0572,11516.6,-3.0582,16510.3,-3.0497,0.3187,2.32,50
3.1,-0.008,49.992,568.826,-0.89862,11457,-3.0541,16502.6,-3.0495,0.3187,2.32,50
3.11,0.006,50.006,568.456,-0.89862,11477.3,-3.0484,16495,-3.049,0.3187,2.32,50
3.12,0.022,50.022,567.875,-0.74004,11526.9,-3.0549,16479.7,-3.0489,0.3187,2.32,50
3.13,-0.004,49.996,567.346,-0.47574,11478.1,-3.0555,16464.5,-3.0491,0.3187,2.32,50
3.14,-0.004,49.996,566.818,-0.31716,11460.7,-3.0477,16449.2,-3.049,0.3187,2.32,50
3.15,0.02,50.02,566.289,-0.37002,11521.7,-3.0511,16426.3,-3.0486,0.3187,2.32,50
3.16,0.004,50.004,565.761,-0.31716,11503.2,-3.056,16411.1,-3.0484,0.3187,2.32,50
3.17,-0.012,49.988,565.285,-0.31716,11455.1,-3.0489,16395.8,-3.048,0.3187,2.32,50
3.18,0.012,50.012,564.492,-0.58146,11504.7,-3.0478,16365.3,-3.0471,0.3187,2.32,50
3.19,0.012,50.012,563.435,-0.89862,11523.2,-3.0551,16334.8,-3.0463,0.3187,2.32,50
3.2,-0.012,49.988,562.325,-0.89862,11461.1,-3.0512,16304.3,-3.0461,0.3187,2.32,50
3.21,0.002,50.002,561.267,-1.00434,11479.9,-3.0458,16273.7,-3.0459,0.3187,2.32,50
3.22,0.018,50.018,559.999,-1.16292,11529.1,-3.0527,16243.2,-3.0452,0.3187,2.32,50
3.23,-0.006,49.994,558.889,-1.42722,11479.6,-3.0535,16212.7,-3.0446,0.3187,2.32,50
3.24,-0.006,49.994,557.937,-1.74438,11460.7,-3.0457,16182.2,-3.0439,0.3187,2.32,50
3.25,0.018,50.018,557.092,-2.00868,11520.3,-3.0492,16159.3,-3.0431,0.3187,2.32,50
3.26,0.002,50.002,556.352,-2.22012,11501.4,-3.0543,16136.4,-3.0426,0.3187,2.32,50
3.27,-0.012,49.988,555.506,-2.32584,11451.1,-3.0472,16121.2,-3.0423,0.3187,2.32,50
3.28,0.012,50.012,554.607,-2.643,11499.9,-3.0462,16090.6,-3.0416,0.3187,2.32,50
3.29,0.012,50.012,553.708,-2.96016,11518.8,-3.0535,16060.1,-3.0408,0.3187,2.32,50
3.3,-0.01,49.99,552.916,-3.06588,11458.5,-3.0495,16037.2,-3.0404,0.3187,2.32,50
3.31,0.006,50.006,552.493,-3.11874,11479.2,-3.044,16022,-3.04,0.3187,2.32,50
3.32,0.022,50.022,552.281,-2.9073,11528.4,-3.0506,16022,-3.0402,0.3187,2.32,50
3.33,-0.002,49.998,552.281,-2.643,11479.2,-3.0511,16022,-3.0403,0.3187,2.32,50
3.34,-0.002,49.998,552.334,-2.59014,11460.7,-3.0431,16022,-3.04,0.3187,2.32,50
3.35,0.022,50.022,552.44,-2.43156,11520.3,-3.0464,16029.6,-3.0399,0.3187,2.32,50
3.36,0.008,50.008,552.598,-2.16726,11501.8,-3.0511,16037.2,-3.0399,0.3187,2.32,50
3.37,-0.006,49.994,552.863,-1.95582,11455.5,-3.0436,16037.2,-3.0398,0.3187,2.32,50
3.38,0.02,50.02,553.233,-1.63866,11507.3,-3.0423,16044.9,-3.0398,0.3187,2.32,50
3.39,0.02,50.02,553.814,-1.37436,11529.1,-3.0492,16052.5,-3.0395,0.3187,2.32,50
3.4,-0.002,49.998,554.501,-1.11006,11471.4,-3.0446,16060.1,-3.0392,0.3187,2.32,50
3.41,0.012,50.012,555.241,-0.5286,11492.5,-3.0386,16083,-3.0395,0.3187,2.32,50
3.42,0.026,50.026,555.982,-0.05286,11542.5,-3.0449,16105.9,-3.0397,0.3187,2.32,50
3.43,0.002,50.002,556.669,0.42288,11493.6,-3.045,16128.8,-3.0398,0.3187,2.32,50
3.44,0.002,50.002,557.356,0.95148,11475.5,-3.0367,16151.7,-3.0402,0.3187,2.32,50
3.45,0.026,50.026,557.884,1.3215,11535.4,-3.0398,16159.3,-3.0402,0.3187,2.32,50
3.46,0.01,50.01,558.466,1.63866,11517.3,-3.0443,16166.9,-3.0402,0.3187,2.32,50
3.47,-0.004,49.996,558.995,1.95582,11469.9,-3.0367,16182.2,-3.0399,0.3187,2.32,50
3.48,0.02,50.02,559.47,2.00868,11520.3,-3.0351,16197.5,-3.0393,0.3187,2.32,50
3.49,0.02,50.02,559.893,2.1144,11538,-3.042,16205.1,-3.039,0.3187,2.32,50
3.5,-0.004,49.996,560.21,2.32584,11477.7,-3.0375,16220.3,-3.0385,0.3187,2.32,50
3.51,0.01,50.01,560.422,2.3787,11497.7,-3.0316,16220.3,-3.0378,0.3187,2.32,50
3.52,0.024,50.024,560.475,2.27298,11545.4,-3.038,16220.3,-3.0371,0.3187,2.32,50
3.53,0,50,560.369,2.06154,11496.2,-3.0383,16220.3,-3.0363,0.3187,2.32,50
3.54,0,50,560.105,1.8501,11477.7,-3.0302,16212.7,-3.0354,0.3187,2.32,50
3.55,0.022,50.022,559.893,1.63866,11535.4,-3.0335,16205.1,-3.0345,0.3187,2.32,50
3.56,0.008,50.008,559.787,1.42722,11513.2,-3.0382,16205.1,-3.0337,0.3187,2.32,50
3.57,-0.008,49.992,559.735,1.00434,11464,-3.0307,16205.1,-3.0326,0.3187,2.32,50
3.58,0.016,50.016,559.629,0.63432,11511.4,-3.0295,16205.1,-3.0315,0.3187,2.32,50
3.59,0.016,50.016,559.523,0.42288,11526.9,-3.0367,16205.1,-3.0309,0.3187,2.32,50
3.6,-0.008,49.992,559.153,-0.10572,11467,-3.0325,16197.5,-3.0293,0.3187,2.32,50
3.61,0.008,50.008,558.73,-0.47574,11486.2,-3.0269,16189.8,-3.0282,0.3187,2.32,50
3.62,0.022,50.022,558.307,-0.7929,11532.8,-3.0336,16182.2,-3.0272,0.3187,2.32,50
3.63,-0.002,49.998,558.043,-1.26864,11482.2,-3.0339,16174.6,-3.0257,0.3187,2.32,50
3.64,-0.002,49.998,557.99,-1.48008,11463.6,-3.0257,16182.2,-3.0249,0.3187,2.32,50
3.65,0.022,50.022,558.149,-1.53294,11521,-3.0291,16189.8,-3.0244,0.3187,2.32,50
3.66,0.008,50.008,558.36,-1.63866,11500.3,-3.0338,16197.5,-3.0237,0.3187,2.32,50
3.67,-0.006,49.994,558.73,-1.8501,11453.3,-3.0263,16205.1,-3.0229,0.3187,2.32,50
3.68,0.018,50.018,558.942,-1.95582,11502.1,-3.025,16205.1,-3.0222,0.3187,2.32,50
3.69,0.018,50.018,559.1,-1.95582,11518,-3.032,16205.1,-3.0217,0.3187,2.32,50
3.7,-0.006,49.994,559.259,-2.00868,11459.2,-3.0278,16212.7,-3.0209,0.3187,2.32,50
3.71,0.01,50.01,559.523,-1.95582,11481,-3.0219,16220.3,-3.0203,0.3187,2.32,50
3.72,0.026,50.026,559.946,-1.79724,11528.4,-3.0283,16235.6,-3.0199,0.3187,2.32,50
3.73,0.002,50.002,560.633,-1.63866,11479.9,-3.0284,16250.9,-3.0196,0.3187,2.32,50
3.74,0.002,50.002,561.32,-1.26864,11462.5,-3.02,16266.1,-3.0196,0.3187,2.32,50
3.75,0.024,50.024,561.902,-1.11006,11520.6,-3.0233,16289,-3.0193,0.3187,2.32,50
3.76,0.008,50.008,562.325,-1.0572,11501,-3.0279,16296.6,-3.0188,0.3187,2.32,50
3.77,-0.006,49.994,562.695,-0.89862,11454.4,-3.0202,16311.9,-3.0185,0.3187,2.32,50
3.78,0.018,50.018,563.118,-0.74004,11504.4,-3.0189,16319.5,-3.0182,0.3187,2.32,50
3.79,0.02,50.02,563.488,-0.5286,11521.7,-3.0259,16334.8,-3.0179,0.3187,2.32,50
3.8,-0.004,49.996,563.858,-0.37002,11463.3,-3.0214,16342.4,-3.0176,0.3187,2.32,50
3.81,0.01,50.01,564.281,-0.2643,11485.1,-3.0155,16350,-3.0172,0.3187,2.32,50
3.82,0.026,50.026,564.703,-0.10572,11532.1,-3.0219,16365.3,-3.0168,0.3187,2.32,50
3.83,0,50,564.915,-0.10572,11482.2,-3.022,16365.3,-3.0162,0.3187,2.32,50
3.84,-0.002,49.998,565.073,0,11465.5,-3.0139,16380.6,-3.016,0.3187,2.32,50
3.85,0.022,50.022,565.126,0.10572,11523.6,-3.0175,16380.6,-3.0157,0.3187,2.32,50
3.86,0.008,50.008,565.179,0.05286,11502.9,-3.0222,16380.6,-3.0152,0.3187,2.32,50
3.87,-0.008,49.992,565.285,0,11457.4,-3.0147,16380.6,-3.0146,0.3187,2.32,50
3.88,0.016,50.016,565.443,0,11506.9,-3.0134,16380.6,-3.0142,0.3187,2.32,50
3.89,0.016,50.016,565.602,0.05286,11522.1,-3.0206,16388.2,-3.0139,0.3187,2.32,50
3.9,-0.008,49.992,565.708,0.2643,11462.5,-3.0163,16403.4,-3.0138,0.3187,2.32,50
3.91,0.006,50.006,565.919,0.42288,11484.7,-3.0108,16411.1,-3.0137,0.3187,2.32,50
3.92,0.022,50.022,565.972,0.42288,11533.2,-3.0175,16411.1,-3.0133,0.3187,2.32,50
3.93,-0.002,49.998,565.866,0.37002,11484.7,-3.0179,16403.4,-3.013,0.3187,2.32,50
3.94,-0.002,49.998,565.708,0.42288,11469.6,-3.0098,16395.8,-3.0127,0.3187,2.32,50
3.95,0.022,50.022,565.602,0.47574,11528.8,-3.0133,16388.2,-3.0124,0.3187,2.32,50
3.96,0.006,50.006,565.602,0.68718,11508.8,-3.0181,16388.2,-3.0123,0.3187,2.32,50
3.97,-0.01,49.99,565.708,1.0572,11461.8,-3.0105,16388.2,-3.0125,0.3187,2.32,50
3.98,0.014,50.014,565.919,1.37436,11510.6,-3.0095,16403.4,-3.0128,0.3187,2.32,50
3.99,0.014,50.014,566.025,1.5858,11527.3,-3.0168,16403.4,-3.0129,0.3187,2.32,50
4,-0.01,49.99,565.919,1.79724,11469.9,-3.0126,16403.4,-3.0129,0.3187,2.32,50
4.01,0.006,50.006,565.761,2.1144,11493.3,-3.0071,16395.8,-3.0132,0.3187,2.32,50
4.02,0.022,50.022,565.549,2.27298,11541,-3.0138,16388.2,-3.0132,0.3187,2.32,50
4.03,-0.002,49.998,565.338,2.43156,11493.6,-3.0142,16380.6,-3.013,0.3187,2.32,50
4.04,-0.004,49.996,565.126,2.69586,11479.2,-3.006,16365.3,-3.0131,0.3187,2.32,50
4.05,0.02,50.02,565.021,2.96016,11538.4,-3.0097,16365.3,-3.0133,0.3187,2.32,50
4.06,0.004,50.004,564.862,3.1716,11516.9,-3.0146,16365.3,-3.0133,0.3187,2.32,50
4.07,-0.012,49.988,564.598,3.22446,11469.9,-3.0072,16357.7,-3.0132,0.3187,2.32,50
4.08,0.012,50.012,564.122,3.38304,11519.2,-3.0064,16342.4,-3.0133,0.3187,2.32,50
4.09,0.012,50.012,563.54,3.4359,11534.3,-3.0138,16327.2,-3.0133,0.3187,2.32,50
4.1,-0.012,49.988,562.853,3.38304,11477,-3.0098,16304.3,-3.0129,0.3187,2.32,50
4.11,0.004,50.004,562.166,3.27732,11499.5,-3.0045,16281.4,-3.0125,0.3187,2.32,50
4.12,0.018,50.018,561.532,3.1716,11545.8,-3.0113,16266.1,-3.0122,0.3187,2.32,50
4.13,-0.006,49.994,560.95,2.96016,11497.3,-3.0119,16243.2,-3.0116,0.3187,2.32,50
4.14,-0.006,49.994,560.369,2.59014,11482.2,-3.004,16220.3,-3.011,0.3187,2.32,50
4.15,0.016,50.016,559.735,2.27298,11539.5,-3.0079,16205.1,-3.0103,0.3187,2.32,50
4.16,0,50,558.995,2.00868,11517.3,-3.013,16189.8,-3.0098,0.3187,2.32,50
4.17,-0.014,49.986,558.096,1.74438,11471,-3.0058,16159.3,-3.0091,0.3187,2.32,50
4.18,0.01,50.01,557.039,1.42722,11520.6,-3.0051,16128.8,-3.0085,0.3187,2.32,50
4.19,0.01,50.01,556.193,1.26864,11535.4,-3.0127,16098.3,-3.0081,0.3187,2.32,50
4.2,-0.012,49.988,555.559,1.16292,11476.2,-3.0087,16083,-3.0076,0.3187,2.32,50
4.21,0.002,50.002,555.083,0.95148,11497.3,-3.0034,16075.4,-3.0072,0.3187,2.32,50
4.22,0.018,50.018,554.607,0.7929,11541.4,-3.0103,16060.1,-3.0068,0.3187,2.32,50
4.23,-0.006,49.994,554.026,0.58146,11490.3,-3.0109,16044.9,-3.0062,0.3187,2.32,50
4.24,-0.006,49.994,553.444,0.37002,11474.4,-3.0031,16029.6,-3.0057,0.3187,2.32,50
4.25,0.016,50.016,552.863,0.21144,11531.4,-3.007,16022,-3.0053,0.3187,2.32,50
4.26,0.002,50.002,552.44,0,11508.4,-3.012,16006.7,-3.0047,0.3187,2.32,50
4.27,-0.012,49.988,552.07,-0.2643,11461.8,-3.0047,15999.1,-3.0041,0.3187,2.32,50
4.28,0.012,50.012,551.911,-0.5286,11511.4,-3.0039,15991.5,-3.0033,0.3187,2.32,50
4.29,0.014,50.014,551.911,-0.84576,11526.6,-3.0112,15983.8,-3.0025,0.3187,2.32,50
4.3,-0.01,49.99,551.964,-1.00434,11467,-3.007,15991.5,-3.0019,0.3187,2.32,50
4.31,0.004,50.004,551.911,-1.16292,11487.7,-3.0015,15991.5,-3.0014,0.3187,2.32,50
4.32,0.02,50.02,551.911,-1.3215,11532.1,-3.0084,15999.1,-3.0009,0.3187,2.32,50
4.33,-0.004,49.996,551.806,-1.48008,11481.4,-3.0089,15999.1,-3.0004,0.3187,2.32,50
4.34,-0.004,49.996,551.806,-1.69152,11465.9,-3.0009,15999.1,-2.9998,0.3187,2.32,50
4.35,0.02,50.02,551.964,-1.90296,11522.9,-3.0046,15999.1,-2.999,0.3187,2.32,50
4.36,0.006,50.006,552.281,-1.95582,11499.5,-3.0093,16014.3,-2.9986,0.3187,2.32,50
4.37,-0.008,49.992,552.81,-2.00868,11454,-3.0017,16029.6,-2.9981,0.3187,2.32,50
4.38,0.016,50.016,553.391,-1.95582,11504,-3.0006,16044.9,-2.9976,0.3187,2.32,50
4.39,0.018,50.018,554.131,-2.00868,11519.5,-3.0077,16067.7,-2.997,0.3187,2.32,50
4.4,-0.006,49.994,554.766,-2.1144,11461.4,-3.0033,16075.4,-2.9962,0.3187,2.32,50
4.41,0.008,50.008,555.189,-1.95582,11482.9,-2.9975,16098.3,-2.996,0.3187,2.32,50
4.42,0.024,50.024,555.77,-1.74438,11527.3,-3.0041,16113.5,-2.9958,0.3187,2.32,50
4.43,0.002,50.002,556.563,-1.37436,11478.5,-3.0043,16136.4,-2.9959,0.3187,2.32,50
4.44,0.002,50.002,557.567,-0.95148,11464.8,-2.9959,16166.9,-2.9962,0.3187,2.32,50
4.45,0.026,50.026,558.73,-0.47574,11522.1,-2.9992,16205.1,-2.9965,0.3187,2.32,50
4.46,0.01,50.01,559.946,-0.10572,11499.9,-3.0037,16243.2,-2.9965,0.3187,2.32,50
4.47,-0.004,49.996,561.162,0.05286,11455.9,-2.9958,16273.7,-2.9961,0.3187,2.32,50
4.48,0.02,50.02,562.325,0.42288,11506.2,-2.9946,16304.3,-2.9961,0.3187,2.32,50
4.49,0.02,50.02,563.382,0.84576,11521.4,-3.0016,16334.8,-2.9963,0.3187,2.32,50
4.5,-0.004,49.996,564.281,1.16292,11464.8,-2.9969,16357.7,-2.9962,0.3187,2.32,50
4.51,0.01,50.01,565.232,1.48008,11489.6,-2.9911,16388.2,-2.9961,0.3187,2.32,50
4.52,0.026,50.026,566.183,1.79724,11534.7,-2.9977,16411.1,-2.9961,0.3187,2.32,50
4.53,0.002,50.002,567.188,2.06154,11484.4,-2.9976,16441.6,-2.996,0.3187,2.32,50
4.54,0,50,568.245,2.32584,11471.4,-2.9894,16472.1,-2.9958,0.3187,2.32,50
4.55,0.022,50.022,568.932,2.43156,11529.5,-2.9928,16495,-2.9953,0.3187,2.32,50
4.56,0.006,50.006,569.408,2.3787,11507.7,-2.9974,16502.6,-2.9949,0.3187,2.32,50
4.57,-0.01,49.99,569.672,2.32584,11462.5,-2.9899,16510.3,-2.9944,0.3187,2.32,50
4.58,0.012,50.012,569.884,2.3787,11510.6,-2.9891,16517.9,-2.9943,0.3187,2.32,50
4.59,0.012,50.012,569.937,2.3787,11523.6,-2.9965,16525.5,-2.9941,0.3187,2.32,50
4.6,-0.01,49.99,569.989,2.16726,11466.2,-2.9922,16525.5,-2.9933,0.3187,2.32,50
4.61,0.004,50.004,569.937,1.95582,11489.6,-2.9868,16525.5,-2.9928,0.3187,2.32,50
4.62,0.018,50.018,569.778,1.74438,11532.1,-2.9937,16525.5,-2.9923,0.3187,2.32,50
4.63,-0.006,49.994,569.461,1.26864,11481.4,-2.9942,16510.3,-2.9913,0.3187,2.32,50
4.64,-0.008,49.992,568.932,0.7929,11467,-2.9864,16495,-2.9904,0.3187,2.32,50
4.65,0.014,50.014,568.192,0.42288,11522.5,-2.9904,16472.1,-2.9898,0.3187,2.32,50
4.66,0,50,567.505,0.10572,11498.8,-2.9956,16456.9,-2.9892,0.3187,2.32,50
4.67,-0.016,49.984,566.924,-0.2643,11454,-2.9884,16434,-2.9884,0.3187,2.32,50
4.68,0.008,50.008,566.501,-0.5286,11504.4,-2.9878,16426.3,-2.9878,0.3187,2.32,50
4.69,0.008,50.008,566.236,-0.74004,11518,-2.9954,16418.7,-2.9874,0.3187,2.32,50
4.7,-0.014,49.986,566.025,-0.68718,11458.5,-2.9914,16418.7,-2.9876,0.3187,2.32,50
4.71,0,50,565.761,-0.63432,11481.4,-2.9864,16418.7,-2.9879,0.3187,2.32,50
4.72,0.016,50.016,565.443,-0.74004,11526.9,-2.9935,16411.1,-2.9875,0.3187,2.32,50
4.73,-0.006,49.994,565.126,-0.63432,11478.5,-2.994,16395.8,-2.9876,0.3187,2.32,50
4.74,-0.006,49.994,564.809,-0.58146,11466.6,-2.9863,16380.6,-2.9876,0.3187,2.32,50
4.75,0.018,50.018,564.598,-0.31716,11525.4,-2.9902,16365.3,-2.9878,0.3187,2.32,50
4.76,0.004,50.004,564.598,0,11504,-2.9951,16365.3,-2.9882,0.3187,2.32,50
4.77,-0.012,49.988,564.703,0.42288,11461.1,-2.9877,16365.3,-2.9887,0.3187,2.32,50
4.78,0.012,50.012,564.915,0.7929,11512.5,-2.9869,16365.3,-2.9893,0.3187,2.32,50
4.79,0.012,50.012,564.968,1.11006,11528,-2.9943,16365.3,-2.9897,0.3187,2.32,50
4.8,-0.012,49.988,564.915,1.53294,11473.3,-2.9901,16365.3,-2.9902,0.3187,2.32,50
4.81,0.002,50.002,564.809,1.95582,11499.2,-2.9848,16357.7,-2.9906,0.3187,2.32,50
4.82,0.018,50.018,564.756,2.43156,11545.1,-2.9918,16350,-2.9914,0.3187,2.32,50
4.83,-0.006,49.994,564.703,2.96016,11497.3,-2.9923,16350,-2.9922,0.3187,2.32,50
4.84,-0.006,49.994,564.492,3.22446,11485.5,-2.9844,16342.4,-2.9925,0.3187,2.32,50
4.85,0.016,50.016,564.281,3.4359,11542.5,-2.9883,16334.8,-2.9927,0.3187,2.32,50
4.86,0,50,564.016,3.80592,11519.5,-2.9933,16327.2,-2.9932,0.3187,2.32,50
4.87,-0.016,49.984,563.699,4.2288,11474.4,-2.986,16327.2,-2.9939,0.3187,2.32,50
4.88,0.008,50.008,563.223,4.28166,11525.1,-2.9855,16311.9,-2.994,0.3187,2.32,50
4.89,0.008,50.008,562.536,4.2288,11540.2,-2.9933,16289,-2.9939,0.3187,2.32,50
4.9,-0.016,49.984,561.743,4.17594,11483.3,-2.9893,16266.1,-2.9939,0.3187,2.32,50
4.91,0,50,561.003,4.01736,11506.9,-2.9842,16243.2,-2.9937,0.3187,2.32,50
4.92,0.016,50.016,560.316,3.85878,11550.6,-2.9915,16228,-2.9937,0.3187,2.32,50
4.93,-0.008,49.992,559.523,3.64734,11501,-2.9921,16197.5,-2.9933,0.3187,2.32,50
4.94,-0.008,49.992,558.677,3.54162,11487.3,-2.9843,16166.9,-2.9931,0.3187,2.32,50
4.95,0.014,50.014,557.832,3.48876,11542.8,-2.9884,16151.7,-2.9931,0.3187,2.32,50
4.96,-0.002,49.998,557.092,3.38304,11518.8,-2.9936,16136.4,-2.993,0.3187,2.32,50
4.97,-0.016,49.984,556.299,3.1716,11473.6,-2.9865,16113.5,-2.9927,0.3187,2.32,50
4.98,0.008,50.008,555.506,3.06588,11523.6,-2.9861,16090.6,-2.9925,0.3187,2.32,50
4.99,0.01,50.01,554.871,3.06588,11537.7,-2.9938,16067.7,-2.9926,0.3187,2.32,50
5,-0.012,49.988,554.501,3.1716,11479.6,-2.9896,16052.5,-2.9926,0.3187,2.32,50
5.01,0.002,50.002,554.29,3.1716,11504,-2.9844,16052.5,-2.9924,0.3187,2.32,50
5.02,0.018,50.018,554.184,3.01302,11550.2,-2.9915,16044.9,-2.992,0.3187,2.32,50
5.03,-0.006,49.994,554.026,3.06588,11501,-2.9919,16037.2,-2.9919,0.3187,2.32,50
5.04,-0.006,49.994,553.92,3.22446,11488.1,-2.984,16029.6,-2.992,0.3187,2.32,50
5.05,0.016,50.016,553.867,3.38304,11545.1,-2.988,16029.6,-2.9922,0.3187,2.32,50
5.06,0.002,50.002,553.761,3.7002,11520.6,-2.993,16029.6,-2.9927,0.3187,2.32,50
5.07,-0.012,49.988,553.761,3.80592,11477,-2.9856,16029.6,-2.9927,0.3187,2.32,50
5.08,0.012,50.012,553.867,3.80592,11528.4,-2.985,16029.6,-2.9925,0.3187,2.32,50
5.09,0.014,50.014,554.078,3.91164,11542.5,-2.9923,16037.2,-2.9923,0.3187,2.32,50
5.1,-0.01,49.99,554.343,3.85878,11485.5,-2.9879,16044.9,-2.9921,0.3187,2.32,50
5.11,0.004,50.004,554.396,3.85878,11509.2,-2.9826,16044.9,-2.9919,0.3187,2.32,50
5.12,0.018,50.018,554.343,3.80592,11551,-2.9897,16052.5,-2.9916,0.3187,2.32,50
5.13,-0.006,49.994,554.131,3.7002,11499.5,-2.9901,16044.9,-2.9913,0.3187,2.32,50
5.14,-0.006,49.994,553.973,3.48876,11485.9,-2.9822,16044.9,-2.9907,0.3187,2.32,50
5.15,0.018,50.018,553.867,3.22446,11541.4,-2.9861,16037.2,-2.99,0.3187,2.32,50
5.16,0.004,50.004,553.761,2.96016,11517.3,-2.991,16037.2,-2.9893,0.3187,2.32,50
5.17,-0.012,49.988,553.656,2.643,11472.9,-2.9836,16029.6,-2.9884,0.3187,2.32,50
5.18,0.012,50.012,553.55,2.27298,11521,-2.9827,16029.6,-2.9874,0.3187,2.32,50
